Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
RSPH10B2		1	1	52	1.9%	No
SRSF1		1	1	52	1.9%	No
ZNF208		1	1	52	1.9%	No
MBTD1		1	1	52	1.9%	No
SRSF4		1	1	52	1.9%	No
ERN1		1	1	52	1.9%	No
ZNF296		1	1	52	1.9%	No
ZNF112		1	1	52	1.9%	No
SERPINA5		1	1	52	1.9%	No
ZNF224		1	1	52	1.9%	No
ZNF226		1	1	52	1.9%	No
ZNF225		1	1	52	1.9%	No
SLC30A4		1	1	52	1.9%	No
XYLT2		1	1	52	1.9%	No
IFIH1		1	1	52	1.9%	No
ITSN1		2	2	52	3.8%	No
PCSK5		2	2	52	3.8%	No
MIDEAS		1	1	52	1.9%	Yes
YTHDC1		1	1	52	1.9%	No
RTN3		1	1	52	1.9%	No
NUP62		1	1	52	1.9%	No
KIF9		1	1	52	1.9%	No
AHNAK2		3	3	52	5.8%	No
CENPS-CORT		1	1	52	1.9%	No
CDK17		2	2	52	3.8%	No
SMYD5		1	1	52	1.9%	No
ZNF717		1	1	52	1.9%	No
PDE3B		1	1	52	1.9%	No
PDE4B		1	1	52	1.9%	No
PDE4C		1	1	52	1.9%	No
PDE4D		1	1	52	1.9%	No
SI		1	1	52	1.9%	No
SOCS4		1	1	52	1.9%	No
PDE6C		1	1	52	1.9%	No
XIRP2		6	3	52	5.8%	No
HS3ST5		2	2	52	3.8%	No
PDE1C		1	1	52	1.9%	No
SHH		1	1	52	1.9%	No
FBXW4		1	1	52	1.9%	No
PRDM2		1	1	52	1.9%	No
PDE3A		1	1	52	1.9%	No
PDE9A		1	1	52	1.9%	No
ADAMTS1		1	1	52	1.9%	No
GAL3ST1		1	1	52	1.9%	No
ST6GAL1		2	1	52	1.9%	No
SIPA1		1	1	52	1.9%	No
VPS4B		1	1	52	1.9%	No
ENPP2		1	1	52	1.9%	No
SCAMP1		1	1	52	1.9%	No
SLC35F1		1	1	52	1.9%	No
PDHA1		1	1	52	1.9%	No
SIM1		1	1	52	1.9%	No
C4ORF3		2	2	52	3.8%	No
EHBP1L1		4	3	52	5.8%	No
SPTLC2		1	1	52	1.9%	No
STXBP5L		1	1	52	1.9%	No
ASB4		1	1	52	1.9%	No
NCKAP5		1	1	52	1.9%	No
PDYN		1	1	52	1.9%	No
PEG3		1	1	52	1.9%	No
DENND6A		3	3	52	5.8%	No
NCOA3		1	1	52	1.9%	Yes
SLC26A4		1	1	52	1.9%	No
PRR27		2	2	52	3.8%	No
GOSR1		1	1	52	1.9%	No
GPN2		1	1	52	1.9%	No
PDP1		1	1	52	1.9%	No
RMDN2		1	1	52	1.9%	No
ZNF879		1	1	52	1.9%	No
PER1		1	1	52	1.9%	Yes
SPEG		1	1	52	1.9%	No
ARHGAP35		1	1	52	1.9%	Yes
RAB3D		1	1	52	1.9%	No
FGD4		1	1	52	1.9%	No
FAM83B		1	1	52	1.9%	No
GRIN2C		1	1	52	1.9%	No
PFAS		1	1	52	1.9%	No
CHD1L		1	1	52	1.9%	No
SYN3		1	1	52	1.9%	No
PEX6		1	1	52	1.9%	No
CPSF3		1	1	52	1.9%	No
FRG1BP		1	1	52	1.9%	No
GRM8		1	1	52	1.9%	No
H6PD		1	1	52	1.9%	No
TMEM50A		1	1	52	1.9%	No
PSAPL1		1	1	52	1.9%	No
PHACTR3		2	2	52	3.8%	No
STAG1		1	1	52	1.9%	Yes
CLIC5		1	1	52	1.9%	No
MROH8		1	1	52	1.9%	No
UBE4B		1	1	52	1.9%	No
NET1		1	1	52	1.9%	No
FAM210B		1	1	52	1.9%	No
MPHOSPH8		2	2	52	3.8%	No
CLOCK		1	1	52	1.9%	No
KDM5C		3	3	52	5.8%	Yes
SMC1A		1	1	52	1.9%	Yes
RC3H1		1	1	52	1.9%	No
DSCR4		1	1	52	1.9%	No
BABAM2		1	1	52	1.9%	No
CDC42BPB		2	2	52	3.8%	No
LINC01561		2	2	52	3.8%	No
KLHDC3		1	1	52	1.9%	No
ACOT9		1	1	52	1.9%	No
CCDC180		4	3	52	5.8%	No
GSPT1		1	1	52	1.9%	No
PXDNL		1	1	52	1.9%	No
KIF20B		3	3	52	5.8%	No
INTS4		3	2	52	3.8%	No
KLHL34		2	2	52	3.8%	No
MSL2		1	1	52	1.9%	No
INPP5J		1	1	52	1.9%	No
BTBD11		1	1	52	1.9%	No
BBOF1		1	1	52	1.9%	No
CYP2S1		1	1	52	1.9%	No
DARS1		1	1	52	1.9%	No
TBCCD1		1	1	52	1.9%	No
AKAP12		1	1	52	1.9%	No
F8A1		1	1	52	1.9%	No
TMEM242		1	1	52	1.9%	No
DBH		1	1	52	1.9%	No
OR6K2		1	1	52	1.9%	No
BRINP1		1	1	52	1.9%	No
UQCR10		1	1	52	1.9%	No
BAIAP2L2		1	1	52	1.9%	No
MSH6		2	2	52	3.8%	Yes
DSEL		2	2	52	3.8%	No
SMG8		1	1	52	1.9%	No
DHX36		1	1	52	1.9%	No
NALF1		1	1	52	1.9%	No
DZANK1		3	3	52	5.8%	No
ELAC2		2	1	52	1.9%	No
USP25		1	1	52	1.9%	No
MFSD11		1	1	52	1.9%	No
ZNF527		1	1	52	1.9%	No
FRAS1		2	2	52	3.8%	No
VPS13D		2	2	52	3.8%	No
GNPTAB		1	1	52	1.9%	No
EIF2AK1		1	1	52	1.9%	No
DCC		1	1	52	1.9%	No
GTF2E2		2	2	52	3.8%	No
ZC3H12A		1	1	52	1.9%	No
JPH4		1	1	52	1.9%	No
DCT		1	1	52	1.9%	No
ACE		1	1	52	1.9%	No
ARID1A		2	2	52	3.8%	Yes
PBRM1		1	1	52	1.9%	Yes
CCDC28B		1	1	52	1.9%	No
CCDC170		1	1	52	1.9%	No
APPL2		1	1	52	1.9%	No
DDB1		1	1	52	1.9%	No
GUCA1B		1	1	52	1.9%	No
DCST1		1	1	52	1.9%	No
DHX9		1	1	52	1.9%	No
ACRBP		1	1	52	1.9%	No
DMXL1		2	1	52	1.9%	No
SPCS3		1	1	52	1.9%	No
DDX5		1	1	52	1.9%	Yes
DCDC1		1	1	52	1.9%	No
DDX3X		1	1	52	1.9%	Yes
GUCY2C		1	1	52	1.9%	No
CFHR5		1	1	52	1.9%	No
DHX8		2	2	52	3.8%	No
CASD1		1	1	52	1.9%	No
SLC30A5		1	1	52	1.9%	No
DECR1		1	1	52	1.9%	No
GYG1		1	1	52	1.9%	No
PPARGC1B		1	1	52	1.9%	No
IRX3		1	1	52	1.9%	No
CEP128		1	1	52	1.9%	No
SANBR		2	2	52	3.8%	No
NEB		3	3	52	5.8%	No
CEP290		1	1	52	1.9%	No
NRK		1	1	52	1.9%	No
FSD1		1	1	52	1.9%	No
MCHR2		1	1	52	1.9%	No
GTPBP10		1	1	52	1.9%	No
MAP3K15		1	1	52	1.9%	No
CCDC42		1	1	52	1.9%	No
FREM1		2	2	52	3.8%	No
FIP1L1		3	2	52	3.8%	Yes
MIS18BP1		1	1	52	1.9%	No
SPON1		1	1	52	1.9%	No
AMZ2P1		1	1	52	1.9%	No
RNLS		1	1	52	1.9%	No
TRIM39		2	2	52	3.8%	No
IFITM3		1	1	52	1.9%	No
SPDYE6		1	1	52	1.9%	No
C9ORF131		1	1	52	1.9%	No
NEDD9		1	1	52	1.9%	No
TRIM49B		1	1	52	1.9%	No
CALD1		3	2	52	3.8%	No
NDUFV3		1	1	52	1.9%	No
DRG1		1	1	52	1.9%	No
ZNF625		1	1	52	1.9%	No
GIMAP5		1	1	52	1.9%	No
OR5H2		1	1	52	1.9%	No
LSG1		1	1	52	1.9%	No
ZNF418		1	1	52	1.9%	No
TNPO2		1	1	52	1.9%	No
OR4K5		1	1	52	1.9%	No
BRWD1		1	1	52	1.9%	No
ZGRF1		1	1	52	1.9%	No
PLEKHO2		1	1	52	1.9%	No
CALR		1	1	52	1.9%	Yes
NWD1		1	1	52	1.9%	No
NEFH		1	1	52	1.9%	No
CAMK2A		1	1	52	1.9%	No
CAMK2B		1	1	52	1.9%	No
TRAK2		1	1	52	1.9%	No
CPQ		1	1	52	1.9%	No
SLC25A41		1	1	52	1.9%	No
SPAG11B		1	1	52	1.9%	No
CAPN3		1	1	52	1.9%	No
NEO1		1	1	52	1.9%	No
NFATC2		1	1	52	1.9%	Yes
PPIL6		1	1	52	1.9%	No
XKR4		1	1	52	1.9%	No
IFNA1		1	1	52	1.9%	No
ETF1		1	1	52	1.9%	No
SRPX2		1	1	52	1.9%	No
ELFN2		1	1	52	1.9%	No
TMEM132B		1	1	52	1.9%	No
NF1		2	2	52	3.8%	Yes
ETFB		1	1	52	1.9%	No
ZNF439		1	1	52	1.9%	No
MUCL3		1	1	52	1.9%	No
DCBLD1		1	1	52	1.9%	No
MECOM		1	1	52	1.9%	Yes
EVC		1	1	52	1.9%	No
ETV6		1	1	52	1.9%	Yes
ZNF700		1	1	52	1.9%	No
SPHKAP		4	3	52	5.8%	No
ETV5		1	1	52	1.9%	Yes
ETV3		1	1	52	1.9%	No
CASP8	3.180e-2	1	1	52	1.9%	Yes
HECTD2		1	1	52	1.9%	No
ASZ1		1	1	52	1.9%	No
CASQ2		1	1	52	1.9%	No
NFATC3		2	1	52	1.9%	No
TMEM54		1	1	52	1.9%	No
ANKRD62		1	1	52	1.9%	No
CASR		1	1	52	1.9%	No
NFATC4		1	1	52	1.9%	No
THEM5		1	1	52	1.9%	No
NFE2		1	1	52	1.9%	Yes
EXT2		1	1	52	1.9%	Yes
EXT1		1	1	52	1.9%	Yes
EWSR1		2	2	52	3.8%	Yes
CCNL2		1	1	52	1.9%	No
CARD16		1	1	52	1.9%	No
EVPL		1	1	52	1.9%	No
MYO18B		1	1	52	1.9%	No
EVI5		1	1	52	1.9%	No
MYOCD		1	1	52	1.9%	No
CSDE1		1	1	52	1.9%	Yes
TJAP1		1	1	52	1.9%	No
ZNF578		1	1	52	1.9%	No
ADAM33		1	1	52	1.9%	No
RUNX1	1.880e-12	3	3	52	5.8%	Yes
RFPL4B		1	1	52	1.9%	No
CBFB	2.120e-12	2	1	52	1.9%	Yes
EXTL1		1	1	52	1.9%	No
CBL		1	1	52	1.9%	Yes
CBLB		1	1	52	1.9%	Yes
CRTAP		1	1	52	1.9%	No
SLC1A6		1	1	52	1.9%	No
MOGS		2	2	52	3.8%	No
SYNCRIP		3	2	52	3.8%	No
SKOR1		2	2	52	3.8%	No
IGF1R		1	1	52	1.9%	Yes
BPIFB3		1	1	52	1.9%	No
EZH2		1	1	52	1.9%	Yes
EZH1		1	1	52	1.9%	Yes
PXDN		2	1	52	1.9%	No
NCOA2		1	1	52	1.9%	Yes
CARM1		1	1	52	1.9%	Yes
SLC4A2		2	2	52	3.8%	No
SLC4A1		1	1	52	1.9%	No
F12		1	1	52	1.9%	No
BCOR		1	1	52	1.9%	Yes
NLRP7		1	1	52	1.9%	No
F10		1	1	52	1.9%	No
F9		1	1	52	1.9%	No
TBC1D8B		1	1	52	1.9%	No
F8		2	2	52	3.8%	No
KRIT1		1	1	52	1.9%	No
PAX8		1	1	52	1.9%	Yes
LRRC63		1	1	52	1.9%	No
SLC6A3		1	1	52	1.9%	No
BTBD19		1	1	52	1.9%	No
PJA1		2	2	52	3.8%	No
INO80D		1	1	52	1.9%	No
CCND2		1	1	52	1.9%	Yes
APOL2		1	1	52	1.9%	No
MAS1L		2	2	52	3.8%	No
CCNF		1	1	52	1.9%	No
ZBTB18		1	1	52	1.9%	No
METTL5		1	1	52	1.9%	No
FAM47B		1	1	52	1.9%	No
ZNF675		1	1	52	1.9%	No
SLC5A5		1	1	52	1.9%	No
NXF1		1	1	52	1.9%	No
PFKM		1	1	52	1.9%	No
BPTF		1	1	52	1.9%	No
FAH		1	1	52	1.9%	No
ACSL3		1	1	52	1.9%	Yes
CKAP2L		2	1	52	1.9%	No
SEC23A		1	1	52	1.9%	No
SLC6A7		1	1	52	1.9%	No
ATP8B1		1	1	52	1.9%	No
MAPKAPK3		1	1	52	1.9%	No
CAP1		1	1	52	1.9%	No
WDR49		2	2	52	3.8%	No
LRRC41		2	2	52	3.8%	No
LGALSL		1	1	52	1.9%	No
BBS5		1	1	52	1.9%	No
SLC9A5		1	1	52	1.9%	No
SCAI		1	1	52	1.9%	No
CFAP157		1	1	52	1.9%	No
FAT2		1	1	52	1.9%	No
FAT1		1	1	52	1.9%	Yes
ZC3H7A		2	2	52	3.8%	No
PFKP		1	1	52	1.9%	No
SLC8A1		1	1	52	1.9%	No
SLC9A2		1	1	52	1.9%	No
SLC12A4		1	1	52	1.9%	No
ABCG8		1	1	52	1.9%	No
PGK1		1	1	52	1.9%	No
SLC16A1		1	1	52	1.9%	No
MED4		1	1	52	1.9%	No
SLC12A3		2	2	52	3.8%	No
PIBF1		1	1	52	1.9%	No
SLC12A2		1	1	52	1.9%	No
AGAP6		1	1	52	1.9%	No
SETD2		1	1	52	1.9%	Yes
OR8H1		1	1	52	1.9%	No
ABCB4		1	1	52	1.9%	No
ZSCAN25		2	1	52	1.9%	No
BHMT2		1	1	52	1.9%	No
COL22A1		2	2	52	3.8%	No
CCNYL2		1	1	52	1.9%	No
SLC16A2		1	1	52	1.9%	No
PGM3		1	1	52	1.9%	No
TMEM147		1	1	52	1.9%	No
PHKB		1	1	52	1.9%	No
NCOR1	1.100e-4	5	4	52	7.7%	Yes
TMEM182		1	1	52	1.9%	No
FAM187B		1	1	52	1.9%	No
MRPL53		1	1	52	1.9%	No
SLCO1A2		2	1	52	1.9%	No
NFE2L3		1	1	52	1.9%	No
RSAD1		1	1	52	1.9%	No
LRRN2		1	1	52	1.9%	No
PHKG2		1	1	52	1.9%	No
SMARCA2		1	1	52	1.9%	Yes
PHYH		1	1	52	1.9%	No
SERPINA1		1	1	52	1.9%	No
KIF4A		2	2	52	3.8%	No
OR5M3		1	1	52	1.9%	No
SYT17		1	1	52	1.9%	No
ACCS		1	1	52	1.9%	No
SERPINB10		2	1	52	1.9%	No
LIPH		1	1	52	1.9%	No
PICALM		1	1	52	1.9%	Yes
SEC24C		1	1	52	1.9%	No
PRPF6		1	1	52	1.9%	No
ZNF318		1	1	52	1.9%	No
SERPINB8		1	1	52	1.9%	No
RSF1		1	1	52	1.9%	No
KDM2B		1	1	52	1.9%	Yes
CFAP65		2	2	52	3.8%	No
SNCAIP		1	1	52	1.9%	Yes
RGS6		1	1	52	1.9%	No
AATK		1	1	52	1.9%	No
AHI1		1	1	52	1.9%	No
CNNM2		1	1	52	1.9%	No
SAMD9		1	1	52	1.9%	No
POM121L2		1	1	52	1.9%	No
PIK3C2A		1	1	52	1.9%	No
ZNF592		2	2	52	3.8%	No
ZNF586		1	1	52	1.9%	No
MUC16		7	6	52	11.5%	No
MICAL2		1	1	52	1.9%	No
PIK3C2G		2	2	52	3.8%	Yes
BRAP		1	1	52	1.9%	No
AXIN2		1	1	52	1.9%	Yes
SH3PXD2A		2	2	52	3.8%	No
GPR179		1	1	52	1.9%	No
SLC17A6		2	2	52	3.8%	No
KDM3B		2	2	52	3.8%	No
ZNF562		1	1	52	1.9%	No
NEK10		2	2	52	3.8%	No
PIK3CG		1	1	52	1.9%	Yes
FZD1		1	1	52	1.9%	No
MTFR1		1	1	52	1.9%	No
TTYH2		3	3	52	5.8%	No
MDC1		3	2	52	3.8%	Yes
TTLL4		1	1	52	1.9%	No
FZD7		1	1	52	1.9%	No
PIK3CA	2.120e-12	24	21	52	40.4%	Yes
FREM3		2	2	52	3.8%	No
DHFR2		1	1	52	1.9%	No
SLCO1B7		1	1	52	1.9%	No
GCC2		2	2	52	3.8%	No
ERCC6L		2	2	52	3.8%	No
CEP135		1	1	52	1.9%	No
ASPN		1	1	52	1.9%	No
H2AC17		1	1	52	1.9%	Yes
H2AC4		1	1	52	1.9%	No
H2AC13		1	1	52	1.9%	No
H2BC7		1	1	52	1.9%	No
TEK		1	1	52	1.9%	Yes
PNLIPRP3		1	1	52	1.9%	No
MARCHF10		1	1	52	1.9%	No
WSCD2	3.230e-2	3	3	52	5.8%	No
ZNF554		1	1	52	1.9%	No
SYTL2		1	1	52	1.9%	No
CORO2B		1	1	52	1.9%	No
BMT2		2	2	52	3.8%	No
NAPEPLD		1	1	52	1.9%	No
DEPDC5		2	2	52	3.8%	No
KDM4A		1	1	52	1.9%	No
TFAP2A		1	1	52	1.9%	No
ZNRF4		1	1	52	1.9%	No
ANKRD49		1	1	52	1.9%	No
TF		2	2	52	3.8%	No
DLC1		1	1	52	1.9%	No
GON4L		4	3	52	5.8%	No
SERINC2		1	1	52	1.9%	No
CROCC		2	2	52	3.8%	No
TFPI		1	1	52	1.9%	No
LRRTM1		1	1	52	1.9%	No
PUM1		1	1	52	1.9%	No
TG		2	2	52	3.8%	No
RIMS2		1	1	52	1.9%	No
PRORP		1	1	52	1.9%	No
RAPGEF2		1	1	52	1.9%	No
SYAP1		1	1	52	1.9%	No
SPATA31A3		2	2	52	3.8%	No
CC2D1A		1	1	52	1.9%	No
TFDP2		1	1	52	1.9%	No
TMEM214		1	1	52	1.9%	No
DHPS		1	1	52	1.9%	No
TGFBI		1	1	52	1.9%	No
TGFBR3		1	1	52	1.9%	No
CWF19L1		1	1	52	1.9%	No
CDHR3		1	1	52	1.9%	No
ZFAND4		1	1	52	1.9%	No
MCOLN3		2	2	52	3.8%	No
RIC8A		1	1	52	1.9%	No
OR8I2		1	1	52	1.9%	No
DIAPH2		1	1	52	1.9%	No
DLG1		2	2	52	3.8%	No
DLAT		1	1	52	1.9%	No
DKC1		1	1	52	1.9%	No
THBS1		1	1	52	1.9%	No
THBD		1	1	52	1.9%	No
CDHR1		1	1	52	1.9%	No
TGM1		1	1	52	1.9%	No
DYDC1		1	1	52	1.9%	No
ERCC6L2		1	1	52	1.9%	No
PCDH17		1	1	52	1.9%	No
BRIX1		1	1	52	1.9%	No
ACTL8		1	1	52	1.9%	No
LSM1		1	1	52	1.9%	No
ELL3		1	1	52	1.9%	No
CNTN6		1	1	52	1.9%	No
THPO		1	1	52	1.9%	No
CCDC175		2	2	52	3.8%	No
CATSPER4		1	1	52	1.9%	No
TRBV29-1		1	1	52	1.9%	No
TCHH		3	3	52	5.8%	No
OR3A3		1	1	52	1.9%	No
DMD		9	6	52	11.5%	No
DMBT1		1	1	52	1.9%	No
NPC1L1		1	1	52	1.9%	No
ACKR3		1	1	52	1.9%	Yes
FNDC1		1	1	52	1.9%	No
ALG5		1	1	52	1.9%	No
ZNF467		1	1	52	1.9%	No
CCDC47		1	1	52	1.9%	No
OR5J2		1	1	52	1.9%	No
SARDH		1	1	52	1.9%	No
DNAH9		3	3	52	5.8%	No
TRBV19		1	1	52	1.9%	No
TIAM1		2	2	52	3.8%	No
DNAH5		3	3	52	5.8%	No
TRBV27		1	1	52	1.9%	No
RBM15B		1	1	52	1.9%	No
DNA2		2	2	52	3.8%	No
EFHC2		2	2	52	3.8%	No
CPSF1		1	1	52	1.9%	No
LRRIQ4		3	2	52	3.8%	No
DNAH8		2	2	52	3.8%	No
DNAH6		3	3	52	5.8%	No
VPS35L		1	1	52	1.9%	No
USF3		1	1	52	1.9%	No
TBC1D31		1	1	52	1.9%	No
DYNC1H1		2	2	52	3.8%	No
DNASE2		1	1	52	1.9%	No
PAPPA2		1	1	52	1.9%	No
KIF2B		1	1	52	1.9%	No
DCAF12L1		2	2	52	3.8%	No
USP38		1	1	52	1.9%	No
NFYC		1	1	52	1.9%	No
CACNA2D4		1	1	52	1.9%	No
DNTT		1	1	52	1.9%	No
TNRC18		1	1	52	1.9%	No
NTNG2		1	1	52	1.9%	No
MUC5B		1	1	52	1.9%	No
DNM2		1	1	52	1.9%	Yes
RSRP1		1	1	52	1.9%	No
RARS2		1	1	52	1.9%	No
UPB1		1	1	52	1.9%	No
NHS		1	1	52	1.9%	No
SCUBE1		1	1	52	1.9%	No
KCNU1		2	2	52	3.8%	No
ZNF585B		1	1	52	1.9%	No
NMBR		1	1	52	1.9%	No
MYPN		1	1	52	1.9%	No
PLSCR3		1	1	52	1.9%	No
EHD2		1	1	52	1.9%	No
ARID4B		1	1	52	1.9%	Yes
EHD3		1	1	52	1.9%	No
WWOX		1	1	52	1.9%	No
PKD1L1		3	3	52	5.8%	No
NKTR		1	1	52	1.9%	No
LCTL		1	1	52	1.9%	No
EHD4		1	1	52	1.9%	No
COL28A1		2	2	52	3.8%	No
MTERF2		1	1	52	1.9%	No
IGHG3		1	1	52	1.9%	No
ICOS		1	1	52	1.9%	No
GLYR1		2	2	52	3.8%	No
CDK12		1	1	52	1.9%	Yes
CCNH		1	1	52	1.9%	No
NMT1		1	1	52	1.9%	No
CCT6A		1	1	52	1.9%	No
ZNF106		1	1	52	1.9%	No
CNOT4		1	1	52	1.9%	No
ERMAP		1	1	52	1.9%	No
POLR1D		1	1	52	1.9%	No
CNOT3		1	1	52	1.9%	Yes
FMN2		1	1	52	1.9%	No
NOS1		2	2	52	3.8%	No
PITRM1		1	1	52	1.9%	No
CD5L		2	2	52	3.8%	No
CCDC88B		1	1	52	1.9%	No
TRIM49C		1	1	52	1.9%	No
NOTCH2		1	1	52	1.9%	Yes
ANP32B		1	1	52	1.9%	No
NOTCH3		1	1	52	1.9%	Yes
NOTCH4		2	1	52	1.9%	Yes
CCN3		1	1	52	1.9%	No
PROCR		1	1	52	1.9%	No
CA13		1	1	52	1.9%	No
ANKRD11		1	1	52	1.9%	Yes
FCAR		1	1	52	1.9%	No
CD274		1	1	52	1.9%	Yes
CD22		1	1	52	1.9%	Yes
NPC1		1	1	52	1.9%	No
ABHD12		1	1	52	1.9%	No
AFAP1L1		2	2	52	3.8%	No
FCGR1A		1	1	52	1.9%	No
FCER2		1	1	52	1.9%	No
NPR1		1	1	52	1.9%	No
NPR2		1	1	52	1.9%	No
FKTN		1	1	52	1.9%	No
HYOU1		1	1	52	1.9%	No
IGSF1		1	1	52	1.9%	No
CD28		1	1	52	1.9%	Yes
TNFSF8	2.120e-12	1	1	52	1.9%	No
KLHL35		1	1	52	1.9%	No
CD36		1	1	52	1.9%	Yes
ZNF211		1	1	52	1.9%	No
REEP5		1	1	52	1.9%	No
KMT2C		2	2	52	3.8%	Yes
NRAP		1	1	52	1.9%	No
IL3		1	1	52	1.9%	Yes
POM121L12		1	1	52	1.9%	No
THAP5		1	1	52	1.9%	No
EPS15L1		1	1	52	1.9%	No
IL1RAP		1	1	52	1.9%	No
FDPS		1	1	52	1.9%	No
PAQR7		1	1	52	1.9%	No
RBM25		1	1	52	1.9%	No
ALDH5A1		1	1	52	1.9%	No
FGA		2	2	52	3.8%	No
FER		2	2	52	3.8%	No
FRMPD2		1	1	52	1.9%	No
FYCO1		1	1	52	1.9%	No
ARHGEF26		1	1	52	1.9%	No
CD44		2	2	52	3.8%	No
NANOS3		2	2	52	3.8%	No
PEAR1		1	1	52	1.9%	No
FREM2		2	2	52	3.8%	No
NRCAM		2	2	52	3.8%	No
MYOZ1		1	1	52	1.9%	No
RRAGD		1	1	52	1.9%	No
FGF9		1	1	52	1.9%	No
ERC2		2	2	52	3.8%	No
ZNF546		1	1	52	1.9%	No
DNM3		1	1	52	1.9%	No
OR12D3		1	1	52	1.9%	No
LMNB2		1	1	52	1.9%	No
SENP6		1	1	52	1.9%	No
AUTS2		1	1	52	1.9%	No
ADAMTS10		1	1	52	1.9%	No
GIGYF2		1	1	52	1.9%	No
ANKRD17		2	2	52	3.8%	No
SLCO5A1		1	1	52	1.9%	No
FAM86B2		1	1	52	1.9%	No
SMARCC2		1	1	52	1.9%	No
IL12RB2		1	1	52	1.9%	No
FGFR2		1	1	52	1.9%	Yes
IL12B		1	1	52	1.9%	No
SLC45A4		1	1	52	1.9%	No
ZKSCAN4		1	1	52	1.9%	No
GLIS3		1	1	52	1.9%	No
VANGL2		1	1	52	1.9%	No
NUAK2		1	1	52	1.9%	No
FGF13		1	1	52	1.9%	No
UGT3A2		1	1	52	1.9%	No
CDK11B		1	1	52	1.9%	No
LRBA		1	1	52	1.9%	No
CDC5L		1	1	52	1.9%	No
SIGLEC1		1	1	52	1.9%	No
RANBP6		1	1	52	1.9%	No
FH		2	1	52	1.9%	Yes
NOC3L		1	1	52	1.9%	No
CDC6		2	1	52	1.9%	No
CDC25A		1	1	52	1.9%	No
FGR		1	1	52	1.9%	No
GID8		1	1	52	1.9%	No
FGG		2	2	52	3.8%	No
IL13RA1		1	1	52	1.9%	No
CDH1	1.760e-11	7	7	52	13.5%	Yes
SMTNL1		1	1	52	1.9%	No
PKD2		1	1	52	1.9%	No
SNX2		1	1	52	1.9%	No
NSD1		1	1	52	1.9%	Yes
TMEM268		1	1	52	1.9%	No
NBEA		1	1	52	1.9%	No
WASHC3		1	1	52	1.9%	No
CAPN15		1	1	52	1.9%	No
PLA2G4A		1	1	52	1.9%	No
SON		2	1	52	1.9%	No
NFKBIZ		3	2	52	3.8%	No
SOS1		1	1	52	1.9%	Yes
SMC2		3	3	52	5.8%	No
FOXC1		1	1	52	1.9%	No
FKBP5		1	1	52	1.9%	No
CRELD1		1	1	52	1.9%	No
ZNF677		2	2	52	3.8%	No
PRPF8		1	1	52	1.9%	No
PKHD1		3	2	52	3.8%	No
PKP1		1	1	52	1.9%	No
TRAPPC2B		1	1	52	1.9%	No
TEX47		1	1	52	1.9%	No
PLCB2		1	1	52	1.9%	No
KAT6A		1	1	52	1.9%	Yes
PLCB4		1	1	52	1.9%	No
SOX9		1	1	52	1.9%	Yes
PLAGL2		1	1	52	1.9%	No
PLAUR		1	1	52	1.9%	No
ZNF786		1	1	52	1.9%	No
KRTAP4-2		1	1	52	1.9%	No
PLG		1	1	52	1.9%	No
SPAG1		1	1	52	1.9%	No
ESPL1		1	1	52	1.9%	No
LNPEP		1	1	52	1.9%	No
VWA5A		1	1	52	1.9%	No
VSIG8		1	1	52	1.9%	No
ST8SIA3		1	1	52	1.9%	No
PLD1		2	2	52	3.8%	No
LMO7		1	1	52	1.9%	No
PLEC		1	1	52	1.9%	No
ZNF804B		1	1	52	1.9%	No
SPG7		2	2	52	3.8%	No
LPO		2	2	52	3.8%	No
PLRG1		1	1	52	1.9%	No
MUC20		1	1	52	1.9%	No
PCYOX1L		1	1	52	1.9%	No
PRR14		1	1	52	1.9%	No
PRR21		1	1	52	1.9%	No
GRIN3A		1	1	52	1.9%	No
TTC14		2	2	52	3.8%	No
WDPCP		1	1	52	1.9%	No
ARID2		1	1	52	1.9%	Yes
SPAM1		1	1	52	1.9%	No
ST18		1	1	52	1.9%	No
CEP57		1	1	52	1.9%	No
LPA		2	1	52	1.9%	No
STARD13		1	1	52	1.9%	No
PLTP		1	1	52	1.9%	No
PLXNA1		2	2	52	3.8%	No
IRAG2		1	1	52	1.9%	No
CCDC144A		2	2	52	3.8%	No
LRP2		4	4	52	7.7%	No
GPRIN2	8.700e-2	1	1	52	1.9%	No
ZBTB38		1	1	52	1.9%	No
DOCK8		1	1	52	1.9%	No
ATL1		2	1	52	1.9%	No
AQR		1	1	52	1.9%	No
RPP30		1	1	52	1.9%	No
PML		1	1	52	1.9%	Yes
SART3		1	1	52	1.9%	No
PMS1		1	1	52	1.9%	Yes
DERA		1	1	52	1.9%	No
THAP4		1	1	52	1.9%	No
GSAP		2	2	52	3.8%	No
ADCY3		1	1	52	1.9%	No
OLFM4		1	1	52	1.9%	No
ARFGEF2		1	1	52	1.9%	No
KIAA0408		1	1	52	1.9%	No
AKAP3		1	1	52	1.9%	No
LTBP1		1	1	52	1.9%	No
LTBP2		1	1	52	1.9%	No
CNTNAP5		1	1	52	1.9%	No
TASOR2		2	2	52	3.8%	No
ACAP1		1	1	52	1.9%	No
LTF		1	1	52	1.9%	No
EEA1		1	1	52	1.9%	No
ARHGAP32		1	1	52	1.9%	No
OR13C2		1	1	52	1.9%	No
PSG8		1	1	52	1.9%	No
